"ienv.cp","zenv.cp","freq","maxgrp","IndVal","obsiv.prob","zscore","5%","10%","50%","90%","95%","purity","reliability","z.median","filter","Taxon","Assemblage","Group","z2","Stressor","cp","Class_allCP","Class_hiloCP"
0,0,72,1,24.13,0.01,5.99,0,0,0.2,38.6900450000004,265.974,0.65,0.93,4.58131840046029,0,"Ferrissia","BMI","Neither",5.99,"Chl-a",NA,"Other","Other"
260.755,2.175,290,2,22.3,0.01,3.7,2.035,2.06,2.525,131.799,176.7,0.55,1,4.11430590551491,0,"Glossosoma","BMI","Neither",3.7,"Chl-a",NA,"Other","Other"
0,0,87,1,31.82,0.03,4.75,0,0,8.83,45.039365,47.634405,0.95,0.97,5.19904983325171,1,"Glutops","BMI","Decreasers",-4.75,"Chl-a",31.06,"Sensitive","Sensitive"
382.17,4.46,284,2,18.26,0.03,3.02,4.2195,4.4535,11.4875,349.0069,382.17,0.91,0.94,4.23919091368085,0,"Gumaga","BMI","Neither",3.02,"Chl-a",NA,"Other","Other"
575.399,6.055,101,1,8.61,0.01,4.44,3.534905,3.605,7.19,521.300000000001,642.2513,0.86,0.98,6.35914267208267,0,"Gyraulus","BMI","Neither",4.44,"Chl-a",NA,"Other","Other"
5.27,5.535,123,1,10.11,0.01,4.46,1.95325,2.71,5.92,53.4815000000001,181.39443,0.89,0.97,5.34929675347929,0,"Helicopsyche","BMI","Neither",4.46,"Chl-a",NA,"Other","Other"
0,0.7791935,52,1,9.2,0.01,5.19,0,0,0.8141935,14.031,26.93875,0.86,0.89,4.71293707729029,0,"Helisoma","BMI","Neither",5.19,"Chl-a",NA,"Other","Other"
349.78,68,149,2,12.32,0.01,4.76,16.604575,17.018,104.338,396.3563,518.2945,0.98,0.98,7.53332056034724,2,"Hemerodromia","BMI","Increasers",4.76,"Chl-a",71.355,"Tolerant","Other"
253.875,97.73,125,1,10.04,0.03,2.83,4.9945,8.329,16.415,97.64063,100.500625,0.48,0.98,4.09486036454945,0,"Hesperoperla","BMI","Neither",2.83,"Chl-a",NA,"Other","Other"
575.399,10.73,111,1,8.63,0.01,5.53,6.35975,7.5495,11.2915,31.2450000000001,642.2513,0.92,1,7.09986199495645,0,"Heterlimnius","BMI","Neither",5.53,"Chl-a",NA,"Other","Other"
0,69.5,172,1,13.46,0.01,4.02,6.54825,9.0945,67.55,78.385,79.3243175,0.84,1,4.59527748117524,0,"Heteroplectron","BMI","Neither",4.02,"Chl-a",NA,"Other","Other"
0,141.207,227,1,17.8,0.02,2.53,0.095,3.087,75.15225,147.33045,152.990975,0.85,0.97,3.53294267264287,0,"Hexatoma","BMI","Neither",2.53,"Chl-a",NA,"Other","Other"
270.487,43.62,262,2,20.77,0.01,7.56,3.7883,23.8025,45.033575,79.12,118.01,0.93,1,8.95217074844376,0,"Hyalella","BMI","Neither",7.56,"Chl-a",NA,"Other","Other"
0.21,4.55,92,2,6.62,0.02,2.51,2.73075,3.4665,4.7925,60.98937,89.2612575,0.87,0.84,3.55915354856535,0,"Hydraena","BMI","Neither",2.51,"Chl-a",NA,"Other","Other"
0,0,81,1,11.95,0.06,1.61,0,0,16.84675,232.1415,246.07,0.62,0.86,3.322971989621,0,"Hydrobiidae","BMI","Neither",1.61,"Chl-a",NA,"Other","Other"
270.487,73.4745,432,2,35.38,0.01,8.9,15.331925,25.29521,59.56,78.689965,86.8680099999998,1,1,9.55847885312656,2,"Hydroptila","BMI","Increasers",8.9,"Chl-a",71.355,"Tolerant","Tolerant"
575.399,31.06,224,1,12.37,0.04,2.26,0,1.2315,25.78,224.1135,251.664,0.74,0.74,3.15596538261841,0,"Ironodes","BMI","Neither",2.26,"Chl-a",NA,"Other","Other"
0,0.845,102,1,13.29,0.02,3.73,0.7695,0.845,3.772,20.1920000000001,56.0277249999998,0.95,0.95,4.48428512282162,1,"Isoperla","BMI","Decreasers",-3.73,"Chl-a",31.06,"Sensitive","Sensitive"
0,28.41415,77,1,5.01,0.05,2.02,0,2.2065,23.14825,73.34748,100.666875,0.76,0.88,3.61442564641605,0,"Juga","BMI","Neither",2.02,"Chl-a",NA,"Other","Other"
0,31.71,71,1,4.96,0.02,2.68,0,0.878,14.32,71.51195,74.70929,0.91,1,4.23538620158146,0,"Lara","BMI","Neither",2.68,"Chl-a",NA,"Other","Other"
510.89,141.207,565,1,42.22,0.01,4.94,34.47875,66.44,140,155.01445,176.735,0.96,1,4.94082352182874,1,"Lepidostoma","BMI","Decreasers",-4.94,"Chl-a",31.06,"Sensitive","Other"
153.285,153.285,89,1,7.83,0.07,1.42,0,0.22935,11.0425,77.9015,134.22,0.59,0.68,2.65934071817961,0,"Limnophila","BMI","Neither",1.42,"Chl-a",NA,"Other","Other"
308.9425,6.59,48,1,4.09,0.01,3.59,3.911,4.5,8.265,164.474500000001,295.72885,0.73,0.89,4.76479604011467,0,"Limonia","BMI","Neither",3.59,"Chl-a",NA,"Other","Other"
1.52,1.52,85,1,11.45,0.01,5.09,0.76,0.76,1.69,10.3125,17.0075,0.95,0.87,4.73759070692889,0,"Lymnaea","BMI","Neither",5.09,"Chl-a",NA,"Other","Other"
0,6.93,416,2,21.63,0.01,3.61,0,0.705,7.8575,21.2905,99.5808299999999,0.64,0.99,4.93178268776716,0,"Malenka","BMI","Neither",3.61,"Chl-a",NA,"Other","Other"
575.399,4.985,107,1,6.6,0.12,1.61,2.6545,4.8205,17.8425,639.0283,704.6613,0.5,0.87,4.3537374820223,0,"Maruina","BMI","Neither",1.61,"Chl-a",NA,"Other","Other"
0,33.74,331,1,19.82,0.02,3.78,0,0.2,32.8825,115.0475,510.82825,0.9,1,4.95297731181839,0,"Matriella_Serratella","BMI","Neither",3.78,"Chl-a",NA,"Other","Other"
382.17,382.17,59,2,19.33,0.01,6.23,0,0.19,170.725,382.17,382.17,0.64,0.95,7.98171406294238,0,"Menetus","BMI","Neither",6.23,"Chl-a",NA,"Other","Other"
287.0005,19.33,66,1,3.92,0.05,1.99,0,1.454,15.625,47.93691,104.37103,0.67,0.88,3.6805591612144,0,"Meringodixa","BMI","Neither",1.99,"Chl-a",NA,"Other","Other"
0,3.96,483,2,23.9,0.22,0.75,0,0.18,29.745,575.399,704.618,0.48,0.73,2.8868341024771,0,"Micrasema","BMI","Neither",0.75,"Chl-a",NA,"Other","Other"
0.7508125,13.79,115,2,6.34,0.22,0.96,0.76,1.0895,13.62,101.94818,217.0285,0.72,0.76,2.90444812991363,0,"Microcylloepus","BMI","Neither",0.96,"Chl-a",NA,"Other","Other"
0,66.6,73,1,5.21,0.11,1.42,1.52,2.072,6.4425,66.618,70.43175,0.63,0.88,3.17620228904877,0,"Mystacides","BMI","Neither",1.42,"Chl-a",NA,"Other","Other"
258.26,9.09,107,2,6.65,0.03,2.79,3.3295,4.026,9.78,97.42664,98.1944675,0.69,0.93,3.7627528638507,0,"Narpus","BMI","Neither",2.79,"Chl-a",NA,"Other","Other"
575.399,1.56,57,1,10.03,0.01,5.59,0.7508125,0.77727415,88.9275,441.852,513.83375,0.46,1,9.30004093068717,0,"Nectopsyche","BMI","Neither",5.59,"Chl-a",NA,"Other","Other"
169.95,50.045,77,1,5.61,0.12,1.53,2.4325,3.469,7.1214285,50.1909,60.779,0.73,0.89,3.06333628808861,0,"Nematoda","BMI","Neither",1.53,"Chl-a",NA,"Other","Other"
263.055,21.4,189,1,12.19,0.01,3.99,2.80425,2.98,21.3075,35.71765,38.8825,0.99,0.99,5.39884505117268,1,"Neophylax","BMI","Decreasers",-3.99,"Chl-a",31.06,"Sensitive","Sensitive"
347.901,26.78,194,2,10.8,0.04,2.2,1.657,3.6065,29.55,84.905795,90.754255,0.8,0.91,3.68320453160908,0,"Neoplasta","BMI","Neither",2.2,"Chl-a",NA,"Other","Other"
0,3.02,75,1,7.2,0.02,3.49,0,2.348,3.1685,82.9778160000001,133.967215,0.84,0.85,4.09467815085839,0,"Neotrichia","BMI","Neither",3.49,"Chl-a",NA,"Other","Other"
575.399,69.765,202,2,13.55,0.04,2.25,0,0,40.21,429.1116,575.399,0.71,0.91,4.67244652910995,0,"Ochrotrichia","BMI","Neither",2.25,"Chl-a",NA,"Other","Other"
138.52,68,112,1,9.35,0.01,3.68,6.1935,10.236,64.545,80.484685,82.709778,0.99,1,4.16881987043527,1,"Octogomphus_specularis","BMI","Decreasers",-3.68,"Chl-a",31.06,"Sensitive","Other"
382.17,29.122,91,2,7.59,0.01,4.63,4.525,27.2115,48.125,201.80974,385.1541,0.95,0.99,7.66504306723918,2,"Oecetis","BMI","Increasers",4.63,"Chl-a",71.355,"Tolerant","Other"
575.399,14.635,938,1,47.17,0.01,4.7,3.78955,3.79,14.39,36.813678,218.22745,0.94,1,5.58551180904242,0,"Oligochaeta","BMI","Neither",4.7,"Chl-a",NA,"Other","Other"
382.17,81.785,513,1,30.33,0.01,3.86,7.53325,8.044,46.7,131.9035,157.80005,0.78,1,4.81373977544349,0,"Optioservus","BMI","Neither",3.86,"Chl-a",NA,"Other","Other"
510.89,25.76,232,1,15.08,0.01,5.14,6.56525,15.889,24.77495,42.54021,141.46715,0.92,1,5.3050875934581,0,"Ordobrevia","BMI","Neither",5.14,"Chl-a",NA,"Other","Other"
175.2,8.08,104,1,8.2,0.01,5.15,1.52,2.956,8.08,8.9155,10.6694999999999,0.98,0.99,5.40166387594909,1,"Oreodytes","BMI","Decreasers",-5.15,"Chl-a",31.06,"Sensitive","Sensitive"
11.233,12.12,54,1,4.86,0.01,5.65,7.58,9.842,12.25,17.2,17.74775,0.98,0.97,6.70446351659191,1,"Orohermes","BMI","Decreasers",-5.65,"Chl-a",31.06,"Sensitive","Sensitive"
0,253.875,1137,2,62.85,0.02,2.61,0,0.2,29.2408,248.7705,259.1448,0.7,0.95,3.62243447299303,0,"Orthocladiinae","BMI","Neither",2.61,"Chl-a",NA,"Other","Other"
330.971,78.65,561,2,42.67,0.01,8.78,28.7429375,33.33,74.94585,173.7,208.037085,1,1,10.0779163126978,2,"Ostracoda","BMI","Increasers",8.78,"Chl-a",71.355,"Tolerant","Tolerant"
308.9425,156.0295,66,2,11.06,0.01,4.53,0.79821765,0.845,66.07,300.582,308.9425,0.59,1,7.15469562995971,0,"Oxyethira","BMI","Neither",4.53,"Chl-a",NA,"Other","Other"
330.971,84.54545,523,1,33.38,0.01,4.5,3.04875,3.3195,63.9,141,152.6905,0.74,1,5.63575288983401,0,"Paraleptophlebia","BMI","Neither",4.5,"Chl-a",NA,"Other","Other"
0,37.84,110,2,7.51,0.04,2.16,2.909,5.225,25.1675,45.45,80.3119524999999,0.74,0.95,3.33610056760501,0,"Parapsyche","BMI","Neither",2.16,"Chl-a",NA,"Other","Other"
4.86,20.715,49,2,3.92,0.01,3.69,4.55,4.565,8.24,29.93742,38.016,0.99,0.98,4.60575208383462,2,"Parthina","BMI","Increasers",3.69,"Chl-a",71.355,"Tolerant","Other"
0,63.25,168,1,11.45,0.03,2.33,0,0,4.045,63.9315,66.307,0.76,0.97,3.5978919255035,0,"Pericoma_Telmatoscopus","BMI","Neither",2.33,"Chl-a",NA,"Other","Other"
138.52,6.115,66,1,4.88,0.02,2.71,2.27,3.0245,18.8925,40.8745,59.407,0.94,0.89,4.58035255002554,0,"Perlinodes","BMI","Neither",2.71,"Chl-a",NA,"Other","Other"
218.885,35.61,59,2,5.15,0.03,3.02,1.596,5.014,35.75,217.525,218.885,0.83,0.91,4.45793527423924,0,"Petrophila","BMI","Neither",3.02,"Chl-a",NA,"Other","Other"
0,53.03,385,2,23.98,0.01,4.13,2.04325,2.117,31.37,100.4235,123.73835,0.57,0.99,5.20941716041288,0,"Physa_Physella","BMI","Neither",4.13,"Chl-a",NA,"Other","Other"
0,0,131,1,48.89,0.01,11.4,0,0,0.875,22.163,29.50125,0.95,0.97,6.48046010180084,1,"Polycentropus","BMI","Decreasers",-11.4,"Chl-a",31.06,"Sensitive","Sensitive"
0,0,111,1,25.53,0.01,4.55,0,0,2.27,15.242,22.9285,0.86,0.9,4.19686616681189,0,"Probezzia","BMI","Neither",4.55,"Chl-a",NA,"Other","Other"
1.56,1.725,143,1,14.48,0.01,3.82,1.52,1.52,1.675,16.6855,69.2934499999999,0.63,0.95,4.37755784470694,0,"Prostoma","BMI","Neither",3.82,"Chl-a",NA,"Other","Other"
175.2,33.255,95,2,8.68,0.01,5.08,9.93875,11.348,31.96,131.83485,170.0275,0.99,0.99,5.78291119017201,2,"Psephenus","BMI","Increasers",5.08,"Chl-a",71.355,"Tolerant","Other"
0,35.2,74,1,6.75,0.01,5.19,3.89275,6.341,35.8,43.5765,43.59875,1,1,6.41393742341506,1,"Pteronarcys","BMI","Decreasers",-5.19,"Chl-a",31.06,"Sensitive","Other"
0,17.42,206,1,15.19,0.01,7.8,6.0525,10.588,14.8425,18.234,33.36,1,1,8.59222744667927,1,"Rhithrogena","BMI","Decreasers",-7.8,"Chl-a",31.06,"Sensitive","Sensitive"
575.399,69.995,566,1,32.74,0.01,4.51,7.3775,9.0385,63.945,141.2277,153.0465,0.88,1,5.49114671928306,0,"Rhyacophila","BMI","Neither",4.51,"Chl-a",NA,"Other","Other"
96.82005,9.99,48,1,4.1,0.01,4.42,6.39675,7.385,10.6075,28.8475,29.86534,0.97,0.99,5.00387004971479,1,"Sanfilippodytes","BMI","Decreasers",-4.42,"Chl-a",31.06,"Sensitive","Sensitive"
427.696,153.285,202,1,14.38,0.07,1.51,0.7885,2.113,29.5,153.0285,163.5382,0.48,0.86,3.31051046498008,0,"Sialis","BMI","Neither",1.51,"Chl-a",NA,"Other","Other"
0,20.3215,800,2,40.43,0.01,3.74,1.405,1.52,18.885,178.630900000001,300.315,0.77,0.99,4.65045960793402,0,"Simulium","BMI","Neither",3.74,"Chl-a",NA,"Other","Other"
100.245,14.39,90,1,6.43,0.01,4.29,0,1.156,24.49995,71.19955,89.800075,1,1,5.11060930204611,1,"Skwala","BMI","Decreasers",-4.29,"Chl-a",31.06,"Sensitive","Sensitive"
0.83,3.49,279,1,18.92,0.01,3.63,0,0.82491935,3.535655,63.502,115.49875,0.9,0.97,4.49768688170844,0,"Sphaeriidae","BMI","Neither",3.63,"Chl-a",NA,"Other","Other"
2.41,2.27,102,2,9.29,0.02,3.16,2.2895,2.4075,9.09,37.88,40.88575,0.49,0.99,4.28251022153173,0,"Stictotarsus","BMI","Neither",3.16,"Chl-a",NA,"Other","Other"
0,77.715,50,2,6.01,0.01,5.03,0.76,1.7405,52.87,80.3635,88.42847675,0.74,0.96,5.51927855441397,0,"Stilobezzia","BMI","Neither",5.03,"Chl-a",NA,"Other","Other"
510.89,14.39,47,1,3.68,0.02,3.12,0,0,10.61,446.316,446.5392,0.76,0.9,5.15783842022087,0,"Suwallia","BMI","Neither",3.12,"Chl-a",NA,"Other","Other"
510.89,31.06,312,1,18.07,0.01,3.36,1.39774125,5.0435,31.0172,97.12157,100.73525,0.88,0.99,4.6373231243151,0,"Sweltsa","BMI","Neither",3.36,"Chl-a",NA,"Other","Other"
0,62.01,977,2,46.47,0.05,1.96,0,1.5115,6.96,70.5355190000001,246.19,0.57,0.91,3.37735227359974,0,"Tanypodinae","BMI","Neither",1.96,"Chl-a",NA,"Other","Other"
575.399,382.17,161,2,33.75,0.01,6.19,11.82625,16.269005,109.58075,575.399,582.69855,0.95,0.99,8.48956123064582,2,"Tinodes","BMI","Increasers",6.19,"Chl-a",71.355,"Tolerant","Tolerant"
0,0,68,1,26.5,0.01,9.62,0,0,0.1,17.11,265.33265,0.85,0.99,9.4025567639765,0,"Tipula","BMI","Neither",9.62,"Chl-a",NA,"Other","Other"
300.315,29.55,381,2,29.08,0.01,11.76,29.40093275,29.667,35.705,71.3695,75.76,1,1,12.8060469467297,2,"Tricorythodes","BMI","Increasers",11.76,"Chl-a",71.355,"Tolerant","Other"
382.17,5.92,512,1,27.41,0.02,3.13,2.7095,2.7345,6.06,43.41881,61.3232349999999,0.94,0.96,4.35558756572367,0,"Turbellaria","BMI","Neither",3.13,"Chl-a",NA,"Other","Other"
0,16.9155,235,1,12.54,0.05,1.98,0,0.88791935,14.39,94.395209,139.404,0.81,0.88,3.17066239618025,0,"Wormaldia","BMI","Neither",1.98,"Chl-a",NA,"Other","Other"
510.89,31.06,145,1,11.67,0.01,5.34,3.02475,16.4695,31.23,35.01,35.6195,0.96,0.98,6.12928447993895,1,"Yoraperla","BMI","Decreasers",-5.34,"Chl-a",31.06,"Sensitive","Other"
510.89,82.13924,444,1,26.77,0.03,3.23,7.5735,8.893,78.1775,130.577,215.7435,0.85,0.99,4.76814625263865,0,"Zaitzevia","BMI","Neither",3.23,"Chl-a",NA,"Other","Other"
263.055,33.33,214,1,14.01,0.01,4.49,3.299,6.504,28.2685,34.12917,82.5424999999999,0.96,0.98,5.05291241554281,1,"Zapada","BMI","Decreasers",-4.49,"Chl-a",31.06,"Sensitive","Other"
91,45,620,1,68.8,0.002,9.99,5,7,24.25,45,46,1,1,11.0934520789495,1,"Achnanthidium","Diatom","Decreasers",-9.99,"PCT_MAP",18,"Sensitive","Other"
72,27,111,1,12.28,0.038,2.3,0,0,24.5,45,63,0.785,0.924,3.44725177585807,0,"Adlafia","Diatom","Neither",2.3,"PCT_MAP",NA,"Other","Other"
40,40,105,1,14.7,0.008,3.39,0,5,40,44,85,0.794,0.993,3.87069900297602,0,"Amphipleura","Diatom","Neither",3.39,"PCT_MAP",NA,"Other","Other"
85,85,455,2,56.49,0.102,1.39,0,0,17.5,72,84,0.708,0.845,2.81302382531456,0,"Amphora","Diatom","Neither",1.39,"PCT_MAP",NA,"Other","Other"
0,0,123,1,46.13,0.01,4.23,0,0,14,36.5,37,0.843,0.883,3.40190974729479,0,"Aulacoseira","Diatom","Neither",4.23,"PCT_MAP",NA,"Other","Other"
91,3,97,2,13.17,0.008,2.97,2,2,5,65,89,0.935,0.97,3.8641930418815,0,"Bacillaria","Diatom","Neither",2.97,"PCT_MAP",NA,"Other","Other"
0,10,205,2,23.02,0.002,4.86,5,6,11,25,29,0.98,0.993,5.42511758798273,2,"Caloneis","Diatom","Increasers",4.86,"PCT_MAP",17,"Tolerant","Other"
68,60,619,2,53.61,0.096,1.47,0,1,60,80,91,0.665,0.798,3.04178656340399,0,"Cocconeis","Diatom","Neither",1.47,"PCT_MAP",NA,"Other","Other"
85,54.5,68,2,22.34,0.002,8.93,33,33.5,56,82,85,0.999,1,10.5763119331161,2,"Craticula","Diatom","Increasers",8.93,"PCT_MAP",17,"Tolerant","Tolerant"
65,31,274,2,54.01,0.002,12.75,18,19.5,32.5,36,37,1,1,13.0744402149774,2,"Cyclotella","Diatom","Increasers",12.75,"PCT_MAP",17,"Tolerant","Tolerant"
65,2,177,2,20.52,0.018,2.6,1,2,18,39,62.05,0.459,0.968,3.72229297857483,0,"Cymbella","Diatom","Neither",2.6,"PCT_MAP",NA,"Other","Other"
28,24,91,2,19.24,0.002,7.81,11.5,16,25,28.5,32,0.992,0.998,7.96969170754402,2,"Denticula","Diatom","Increasers",7.81,"PCT_MAP",17,"Tolerant","Tolerant"
0,0,56,1,46.76,0.002,9.03,0,0,43.5,92,93.5,0.363,0.72,2.88599439914937,0,"Diadesmis","Diatom","Neither",9.03,"PCT_MAP",NA,"Other","Other"
66,33,230,1,27.27,0.004,3.74,1.95,13.5,32,48,59.5,0.968,0.995,4.17600783251993,1,"Diatoma","Diatom","Decreasers",-3.74,"PCT_MAP",18,"Sensitive","Other"
0,0,93,1,33.99,0.008,5.1,0,0,2,80,80,0.784,0.939,4.67847947757468,0,"Diploneis","Diatom","Neither",5.1,"PCT_MAP",NA,"Other","Other"
0,19,222,1,28.18,0.002,5.7,0,0,18,21.55,25.025,0.964,0.998,6.5300912205621,1,"Encyonema","Diatom","Decreasers",-5.7,"PCT_MAP",18,"Sensitive","Other"
88,24,126,2,15.32,0.016,2.78,0,0,23.5,33.5,44,0.815,0.895,3.73065022829199,0,"Encyonopsis","Diatom","Neither",2.78,"PCT_MAP",NA,"Other","Other"
0,14,261,2,23.78,0.088,1.54,0,0,14,66.55,85.5749999999999,0.739,0.814,2.92807022578244,0,"Eolimna","Diatom","Neither",1.54,"PCT_MAP",NA,"Other","Other"
0,6,293,2,37.72,0.002,8.26,1,2,6,11,12,0.999,1,8.52755281358181,2,"Epithemia","Diatom","Increasers",8.26,"PCT_MAP",17,"Tolerant","Other"
0,2,85,1,13.48,0.004,4.18,0,0,2,36,51.05,0.949,0.969,4.60436479496423,0,"Eunotia","Diatom","Neither",4.18,"PCT_MAP",NA,"Other","Other"
77,63,117,2,22.91,0.004,3.91,0,1,45,77,81,0.874,0.971,4.96155983552494,0,"Fallacia","Diatom","Neither",3.91,"PCT_MAP",NA,"Other","Other"
0,0,361,1,75.73,0.002,5.46,0,0.900000000000006,52,78,80,0.586,0.652,2.89094773593415,0,"Fragilaria","Diatom","Neither",5.46,"PCT_MAP",NA,"Other","Other"
0,0,67,1,54.58,0.004,7.29,0,0,3,32,33,1,1,6.18668712008193,1,"Frustulia","Diatom","Decreasers",-7.29,"PCT_MAP",18,"Sensitive","Sensitive"
0,13,171,1,19.41,0.006,3.7,0,0,12,23,53,0.962,0.932,4.45320600339264,0,"Geissleria","Diatom","Neither",3.7,"PCT_MAP",NA,"Other","Other"
0,25,180,1,26.69,0.002,6.07,19,22.5,24,26,27,0.999,1,6.18568734951084,1,"Gomphoneis","Diatom","Decreasers",-6.07,"PCT_MAP",18,"Sensitive","Other"
57.5,18,608,1,57.01,0.002,5.43,2.475,7,17,45,55.0749999999999,0.997,0.998,6.18301727256171,1,"Gomphonema","Diatom","Decreasers",-5.43,"PCT_MAP",18,"Sensitive","Other"
0,14,39,1,6.64,0.004,3.62,0,0,12.25,39.5,40,0.999,0.999,4.97810210616305,1,"Gomphosphenia","Diatom","Decreasers",-3.62,"PCT_MAP",18,"Sensitive","Sensitive"
77.5,77.5,49,2,15.51,0.048,2.33,0,0,37.5,77.5,78,0.633,0.787,3.37298643937757,0,"Gyrosigma","Diatom","Neither",2.33,"PCT_MAP",NA,"Other","Other"
89.5,52.5,155,2,27.43,0.002,5.18,11.475,23,43,89.5,90.5,0.971,0.981,6.4923453750019,2,"Halamphora","Diatom","Increasers",5.18,"PCT_MAP",17,"Tolerant","Tolerant"
0,22.5,65,1,12.31,0.002,4.97,0,0,18,25,32,1,1,5.73225684291191,1,"Hannaea","Diatom","Decreasers",-4.97,"PCT_MAP",18,"Sensitive","Other"
77,0,80,1,12.65,0.018,2.97,0,0,57.5,77,80,0.29,0.947,4.46756510838839,0,"Hippodonta","Diatom","Neither",2.97,"PCT_MAP",NA,"Other","Other"
0,13,126,1,21.64,0.002,5.68,0,0,6,16.2,23,1,1,6.83677322654544,1,"Karayevia","Diatom","Decreasers",-5.68,"PCT_MAP",18,"Sensitive","Sensitive"
0,0,61,1,12.87,0.014,3.23,0,0,2,45.6000000000001,75.5,0.677,0.793,2.82886619507134,0,"Luticola","Diatom","Neither",3.23,"PCT_MAP",NA,"Other","Other"
69,45,76,1,10.22,0.054,1.92,0,1,7,45,46,0.482,0.863,2.80022191632028,0,"Mayamaea","Diatom","Neither",1.92,"PCT_MAP",NA,"Other","Other"
0,12,244,1,22.01,0.2,0.81,0,0,19.5,81,88.525,0.604,0.77,2.79801914016069,0,"Melosira","Diatom","Neither",0.81,"PCT_MAP",NA,"Other","Other"
0,17,98,1,9.79,0.17,1.03,0,1,25,89.5,89.5,0.575,0.793,2.96091801866255,0,"Meridion","Diatom","Neither",1.03,"PCT_MAP",NA,"Other","Other"
81,7,626,2,53.53,0.002,3.99,2.5,4,6,19.5,74,0.974,0.993,4.74810335648749,2,"Navicula","Diatom","Increasers",3.99,"PCT_MAP",17,"Tolerant","Other"
0,7,648,2,57.22,0.002,6.22,3,4,14,36.5,39.5,1,1,6.81000385837086,2,"Nitzschia","Diatom","Increasers",6.22,"PCT_MAP",17,"Tolerant","Other"
0,0,51,1,13.98,0.008,3.83,0,0,10,19.05,71,0.906,0.963,4.74027867683162,0,"Parlibellus","Diatom","Neither",3.83,"PCT_MAP",NA,"Other","Other"
0,0,98,1,69.13,0.002,7.85,0,0,1,80,80,0.745,0.998,5.34487296923559,0,"Pinnularia","Diatom","Neither",7.85,"PCT_MAP",NA,"Other","Other"
0,0,42,1,13.57,0.018,3.54,0,0,2,92,93.5,0.637,0.918,4.07584002235466,0,"Placoneis","Diatom","Neither",3.54,"PCT_MAP",NA,"Other","Other"
77,14,610,1,55.05,0.002,5.56,6,9,14,28.5,30,0.975,0.997,5.68424583144283,1,"Planothidium","Diatom","Decreasers",-5.56,"PCT_MAP",18,"Sensitive","Sensitive"
77.5,75.5,50,2,36.62,0.002,11.56,24,28.5,73.5,82,86,1,1,12.2197046915215,2,"Pleurosira","Diatom","Increasers",11.56,"PCT_MAP",17,"Tolerant","Tolerant"
0,13,71,1,11.3,0.002,5.4,7,7,12,37,38.025,1,0.999,6.03053017406841,1,"Psammothidium","Diatom","Decreasers",-5.4,"PCT_MAP",18,"Sensitive","Sensitive"
72,36,274,2,44.45,0.002,10.77,9,12,30,44.5,45,1,1,11.3094575959437,2,"Pseudostaurosira","Diatom","Increasers",10.77,"PCT_MAP",17,"Tolerant","Tolerant"
89.5,24,306,1,39.97,0.002,7.83,4,6,25,28.5,29,1,1,8.36985805036456,1,"Reimeria","Diatom","Decreasers",-7.83,"PCT_MAP",18,"Sensitive","Other"
0,10,485,1,47.45,0.002,5.64,1,3.5,10,27,29.5,1,0.998,6.29271776842828,1,"Rhoicosphenia","Diatom","Decreasers",-5.64,"PCT_MAP",18,"Sensitive","Sensitive"
0,12.5,194,2,21.83,0.028,2.58,0,0,7,24,43.05,0.898,0.829,3.92181155465357,0,"Rhopalodia","Diatom","Neither",2.58,"PCT_MAP",NA,"Other","Other"
0,0,63,1,23.25,0.002,5.6,0,0,9,13.5,14,1,0.998,6.54019196610817,1,"Rossthidium","Diatom","Decreasers",-5.6,"PCT_MAP",18,"Sensitive","Sensitive"
0,22,231,1,23.3,0.038,2.12,0,0,21,78,88.525,0.847,0.832,3.16420455630089,0,"Sellaphora","Diatom","Neither",2.12,"PCT_MAP",NA,"Other","Other"
89,8,40,2,4.56,0.14,1.12,0,1,15,88,88,0.499,0.797,2.8518648127878,0,"Simonsenia","Diatom","Neither",1.12,"PCT_MAP",NA,"Other","Other"
80,80,40,2,21.87,0.002,5.13,0,2,79,89.5,92,0.697,0.977,5.75894356081388,0,"Stauroneis","Diatom","Neither",5.13,"PCT_MAP",NA,"Other","Other"
73.5,7,121,2,16.84,0.002,5.29,1,4,15,73,73.5,1,1,6.87229945663612,2,"Staurosira","Diatom","Increasers",5.29,"PCT_MAP",17,"Tolerant","Other"
0,0,138,1,68.88,0.006,5.83,0,0,59,63,65,0.878,0.892,2.66039117716178,0,"Staurosirella","Diatom","Neither",5.83,"PCT_MAP",NA,"Other","Other"
89.5,89.5,151,2,38.99,0.044,2.43,0,0,65,90.5,92,0.671,0.878,3.67117751992475,0,"Surirella","Diatom","Neither",2.43,"PCT_MAP",NA,"Other","Other"
2,2,441,2,51.29,0.002,7.37,1,1,2,6,9,1,1,6.92601718575732,2,"Synedra","Diatom","Increasers",7.37,"PCT_MAP",17,"Tolerant","Other"
70.5,35,90,2,21.73,0.002,8.85,11,16.5,36,70,71,1,1,10.1712090809037,2,"Tabularia","Diatom","Increasers",8.85,"PCT_MAP",17,"Tolerant","Tolerant"
77,62,129,2,32.69,0.002,6.96,34,39.5,61,66.5,75.5,0.974,0.995,7.74760871525734,2,"Tryblionella","Diatom","Increasers",6.96,"PCT_MAP",17,"Tolerant","Tolerant"
0,15,115,2,14.49,0.02,2.54,0,0,15,59.5,81.05,0.858,0.708,3.91858162320974,0,"Anabaena","SBA","Neither",2.54,"PCT_MAP",NA,"Other","Other"
